Mod:Item:MetaData, Localized Name
techreborn:smalldust:18, Small Pile of Emerald Dust
techreborn:smalldust:19, Small Pile of Ender Eye Dust
techreborn:smalldust:20, Small Pile of Ender Pearl Dust
techreborn:smalldust:21, Small Pile of Endstone Dust
techreborn:smalldust:22, Small Pile of Flint Dust
techreborn:smalldust:23, Small Pile of Galena Dust
techreborn:smalldust:24, Small Pile of Gold Dust
techreborn:smalldust:25, Small Pile of Grossular Dust
techreborn:smalldust:26, Small Pile of Invar Dust
techreborn:smalldust:27, Small Pile of Iron Dust
techreborn:smalldust:28, Small Pile of Lazurite Dust
techreborn:smalldust:29, Small Pile of Lead Dust
techreborn:smalldust:30, Small Pile of Magnesium Dust
techreborn:smalldust:31, Small Pile of Manganese Dust
techreborn:smalldust:32, Small Pile of Marble Dust
techreborn:smalldust:33, Small Pile of Netherrack Dust
techreborn:smalldust:34, Small Pile of Nickel Dust
techreborn:smalldust:35, Small Pile of Obsidian Dust
techreborn:smalldust:36, Small Pile of Peridot
techreborn:smalldust:37, Small Pile of Phosphorous Dust
techreborn:smalldust:38, Small Pile of Platinum Dust
techreborn:smalldust:39, Small Pile of Pyrite Dust
techreborn:smalldust:40, Small Pile of Pyrope Dust
techreborn:smalldust:41, Small Pile of Red Garnet Dust
techreborn:smalldust:43, Small Pile of Ruby Dust
techreborn:smalldust:44, Small Pile of Saltpeter Dust
techreborn:smalldust:45, Small Pile of Sapphire Dust
techreborn:smalldust:46, Small Pile of Saw Dust
techreborn:smalldust:47, Small Pile of Silver Dust
techreborn:smalldust:48, Small Pile of Sodalite Dust
techreborn:smalldust:49, Small Pile of Spessartine Dust
techreborn:smalldust:50, Small Pile of Sphalerite Dust
techreborn:smalldust:51, Small Pile of Steel Dust
techreborn:smalldust:52, Small Pile of Sulfur Dust
techreborn:smalldust:53, Small Pile of Tin Dust
techreborn:smalldust:54, Small Pile of Titanium Dust
techreborn:smalldust:55, Small Pile of Tungsten Dust
techreborn:smalldust:56, Small Pile of Uvarovite Dust
techreborn:smalldust:58, Small Pile of Yellow Garnet Dust
techreborn:smalldust:59, Small Pile of Zinc Dust
techreborn:smalldust:61, Small Pile of Redstone
techreborn:smalldust:62, Small Pile of Glowstone Dust
techreborn:smalldust:63, Small Pile of Andesite Dust
techreborn:smalldust:64, Small Pile of Diorite Dust
techreborn:smalldust:65, Small Pile of Granite Dust
techreborn:smalldust:66, Pile of Iridium Dust
techreborn:smalldust:67, Small Pile of Thorium Dust
techreborn:smalldust:68, Small Pile of Uranium Dust
techreborn:smalldust:69, Small Pile of Plutonium Dust
techreborn:uumatter, UU-Matter
techreborn:cloakingdevice, Cloaking Device
techreborn:lapotronpack, Lapotronic Orbpack
techreborn:lithiumbatpack, Lithium Batpack
techreborn:energycrystal, Energy Crystal
techreborn:lapotroncrystal, Lapotron Crystal
techreborn:lapotronicorb, Lapotronic Energy Orb
techreborn:lithiumbattery, Lithium Battery
techreborn:rebattery, Battery
techreborn:advancedchainsaw, Advanced Chainsaw
techreborn:advanceddrill, Advanced Drill
techreborn:ironjackhammer, Advanced Jackhammer
techreborn:debug, Debug Tool
techreborn:diamondchainsaw, Diamond Chainsaw
techreborn:diamonddrill, Diamond Drill
techreborn:diamondjackhammer, Diamond Jackhammer
techreborn:electrictreetap, Electric Treetap
techreborn:nanosaber, Nanosaber
techreborn:omnitool, Omni-Tool
techreborn:rockcutter, Rockcutter
techreborn:ironchainsaw, Steel Chainsaw
techreborn:irondrill, Steel Drill
techreborn:steeljackhammer, Steel Jackhammer
techreborn:treetap, Treetap
techreborn:wrench, Wrench
techreborn:singlethoriumfuelrod, Thorium Fuel Rod (Single)
techreborn:dualthoriumfuelrod, Thorium Fuel Rod (Dual)
techreborn:quadthoriumfuelrod, Thorium Fuel Rod (Quad)
techreborn:depletedsinglethoriumfuelrod, Depleted Thorium Fuel Rod (Single)
techreborn:depleteddualthoriumfuelrod, Depleted Thorium Fuel Rod (Dual)
techreborn:depletedquadthoriumfuelrod, Depleted Thorium Fuel Rod (Quad)
techreborn:iridiumneutronreflector, Iridium Neutron Reflector
techreborn:dynamiccell, Empty Cell
techreborn:frequencytransmitter, Frequency Transmitter
techreborn:techmanuel, Tech Reborn Manual
techreborn:missingrecipe, item.missingRecipe.name
techreborn:scrapbox, Scrap Box
techreborn:upgrades:0, Overclocker Upgrade
techreborn:upgrades:1, Transformer Upgrade
techreborn:upgrades:2, Energy Storage Upgrade
techreborn:upgrades:3, Superconductor Upgrade
techreborn:bronzesword, Bronze Sword
techreborn:bronzepickaxe, Bronze Pickaxe
techreborn:bronzespade, Bronze Shovel
techreborn:bronzeaxe, Bronze Axe
techreborn:bronzehoe, Bronze Hoe
techreborn:bronzehelmet, Bronze Helmet
techreborn:bronzechestplate, Bronze Chestplate
techreborn:bronzeleggings, Bronze Leggings
techreborn:bronzeboots, Bronze Boots
techreborn:rubysword, Ruby Sword
techreborn:rubypickaxe, Ruby Pickaxe
techreborn:rubyspade, Ruby Shovel
techreborn:rubyaxe, Ruby Axe
techreborn:rubyhoe, Ruby Hoe
techreborn:rubyhelmet, Ruby Helmet
techreborn:rubychestplate, Ruby Chestplate
techreborn:rubyleggings, Ruby Leggings
techreborn:rubyboots, Ruby Boots
techreborn:sapphiresword, Sapphire Sword
techreborn:sapphirepickaxe, Sapphire Pickaxe
techreborn:sapphirespade, Sapphire Shovel
techreborn:sapphireaxe, Sapphire Axe
techreborn:sapphirehoe, Sapphire Hoe
techreborn:sapphirehelmet, Sapphire Helmet
techreborn:sapphirechestplate, Sapphire Chestplate
techreborn:sapphireleggings, Sapphire Leggings
techreborn:sapphireboots, Sapphire Boots
techreborn:peridotsword, Peridot Sword
techreborn:peridotpickaxe, Peridot Pickaxe
techreborn:peridotspade, Peridot Shovel
techreborn:peridotaxe, Peridot Axe
techreborn:peridothoe, Peridot Hoe
techreborn:peridothelmet, Peridot Helmet
techreborn:peridotchestplate, Peridot Chestplate
techreborn:peridotleggings, Peridot Leggings
techreborn:peridotboots, Peridot Boots
omlib:debug_tool, Debug Tool
omlib:fake_sword, item.fake_sword.name
omlib:multi_tool, item.multi_tool.name
omlib:network_cable, tile.network_cable.name
openmodularturrets:intermediate_tiered:0, Sensor (Tier 1)
openmodularturrets:intermediate_tiered:1, Sensor (Tier 2)
openmodularturrets:intermediate_tiered:2, Sensor (Tier 3)
openmodularturrets:intermediate_tiered:3, Sensor (Tier 4)
openmodularturrets:intermediate_tiered:4, Sensor (Tier 5)
openmodularturrets:intermediate_tiered:5, Chamber (Tier 1)
openmodularturrets:intermediate_tiered:6, Chamber (Tier 2)
openmodularturrets:intermediate_tiered:7, Chamber (Tier 3)
openmodularturrets:intermediate_tiered:8, Chamber (Tier 4)
openmodularturrets:intermediate_tiered:9, Chamber (Tier 5)
openmodularturrets:intermediate_tiered:10, Barrel (Tier 1)
openmodularturrets:intermediate_tiered:11, Barrel (Tier 2)
openmodularturrets:intermediate_tiered:12, Barrel (Tier 3)
openmodularturrets:intermediate_tiered:13, Barrel (Tier 4)
openmodularturrets:intermediate_tiered:14, Barrel (Tier 5)
openmodularturrets:intermediate_regular:0, IO Bus
openmodularturrets:addon_meta:0, Addon - Turret Concealer
openmodularturrets:addon_meta:1, Addon - Damage Boost
openmodularturrets:addon_meta:2, Addon - Potentia Converter
openmodularturrets:addon_meta:3, Addon - Recycler
openmodularturrets:addon_meta:4, Addon - Redstone Reactor
openmodularturrets:addon_meta:5, Addon - Serial Port
openmodularturrets:addon_meta:6, Addon - Solar Panel
openmodularturrets:addon_meta:7, Addon - Fake Drops
openmodularturrets:upgrade_meta:0, Upgrade - Accuracy
openmodularturrets:upgrade_meta:1, Upgrade - Efficiency
openmodularturrets:upgrade_meta:2, Upgrade - Fire Rate
openmodularturrets:upgrade_meta:3, Upgrade - Range
openmodularturrets:upgrade_meta:4, Upgrade - Scatter Shot
openmodularturrets:ammo_meta:0, Ammo - Blazing Clay
openmodularturrets:ammo_meta:1, Ammo - Bullet
openmodularturrets:ammo_meta:2, Ammo - Ferro-Magnetic Slug
openmodularturrets:ammo_meta:3, Ammo - Grenade
openmodularturrets:ammo_meta:4, Ammo - Rocket
openmodularturrets:usable_meta:0, Throwable Bullet
openmodularturrets:usable_meta:1, Throwable Grenade
openmodularturrets:usable_meta:2, Turret Memory Card
openmodularturrets:turret_base:0, Turret Base (Tier 1)
openmodularturrets:turret_base:1, Turret Base (Tier 2)
openmodularturrets:turret_base:2, Turret Base (Tier 3)
openmodularturrets:turret_base:3, Turret Base (Tier 4)
openmodularturrets:turret_base:4, Turret Base (Tier 5)
openmodularturrets:expander:0, Base Inventory Expander (Tier 1)
openmodularturrets:expander:1, Base Inventory Expander (Tier 2)
openmodularturrets:expander:2, Base Inventory Expander (Tier 3)
openmodularturrets:expander:3, Base Inventory Expander (Tier 4)
openmodularturrets:expander:4, Base Inventory Expander (Tier 5)
openmodularturrets:expander:5, Base Power Expander (Tier 1)
openmodularturrets:expander:6, Base Power Expander (Tier 2)
openmodularturrets:expander:7, Base Power Expander (Tier 3)
openmodularturrets:expander:8, Base Power Expander (Tier 4)
openmodularturrets:expander:9, Base Power Expander (Tier 5)
openmodularturrets:base_addon:0, Base Addon - Loot Deleter
openmodularturrets:disposable_item_turret, Disposable Item Turret
openmodularturrets:potato_cannon_turret, Potato Cannon Turret
openmodularturrets:machine_gun_turret, Gun Turret
openmodularturrets:incendiary_turret, Incendiary Turret
openmodularturrets:grenade_turret, Grenade Launcher Turret
openmodularturrets:relativistic_turret, Relativistic Turret
openmodularturrets:rocket_turret, Rocket Launcher Turret
openmodularturrets:teleporter_turret, Teleporter Turret
openmodularturrets:laser_turret, Laser Turret
openmodularturrets:rail_gun_turret, Rail Gun Turret
openmodularturrets:lever_block, Basic Turret Base Crank
storagenetwork:master, Storage Network Master
storagenetwork:request, Storage Request Table
storagenetwork:inventory, Storage Inventory
storagenetwork:kabel, Storage Cable
storagenetwork:simple_kabel, Simple Cable
storagenetwork:storage_kabel, Storage Link Cable
storagenetwork:ex_kabel, Storage Export Cable
storagenetwork:im_kabel, Storage Import Cable
storagenetwork:process_kabel, Processing Cable
storagenetwork:controller, Controller
storagenetwork:upgrade:0, Speed Upgrade
storagenetwork:upgrade:1, Operation Upgrade
storagenetwork:upgrade:2, Stack Upgrade
storagenetwork:upgrade:3, Stock Upgrade
storagenetwork:remote:0, Storage Remote
storagenetwork:remote:1, Advanced Storage Remote
storagenetwork:remote:2, Upgraded Storage Remote
storagenetwork:remote:3, Simple Storage Remote
storagenetwork:picker_remote, Network Picker
storagenetwork:collector_remote, Network Collector
soot:sulfur_ore, Sulfur Ore
soot:ember_burst, Ember Spread Burst
soot:redstone_bin, Trapdoor Bin
soot:scale, Scales
soot:alchemy_globe, Alchemical Recombulator
soot:insulation, Heat Insulation
soot:distillation_pipe, Auxiliary Filter
soot:decanter, Essence Decanter
soot:alchemy_gauge, Alchemical Dial
soot:signet_antimony, Signet of Antimony
soot:ingot_antimony, Antimony Ingot
soot:mug:0, Empty Mug
soot:stamp_text_raw, Raw Inscription Stamp
soot:stamp_text, Inscription Stamp
soot:stamp_nugget_raw, Raw Nugget Stamp
soot:stamp_nugget, Nugget Stamp
soot:sulfur, Sulfur
soot:sulfur_clump, Liver of Sulfur
soot:eitr, Eitr
soot:mundane_stone, Mundane Stone
soot:witch_fire, Beltaine Brazier
soot:essence:0, Chaos Essence
soot:essence:0, Cloudy Essence
soot:essence:0, Death Essence
soot:essence:0, Intelligent Essence
soot:essence:0, Extracting Essence
soot:essence:0, Fiery Essence
soot:essence:0, Glassy Essence
soot:essence:0, Hasty Essence
soot:essence:0, Icy Essence
soot:essence:0, Inverting Essence
soot:essence:0, Vampiric Essence
soot:essence:0, Empty Essence
soot:essence:0, Fetid Essence
soot:essence:0, Projectile Essence
soot:essence:0, Regenerative Essence
soot:essence:0, Lazy Essence
soot:essence:0, Sour Essence
soot:essence:0, Speedy Essence
soot:essence:0, Sweet Essence
soot:essence:0, Toxifying Essence
soot:essence:0, Vile Essence
soot:essence:0, Withering Essence
soot:still, Brewing Still
soot:caminite_clay, Caminite Blend
soot:caminite_tiles, Caminite Tiles
soot:caminite_tiles_slab, Caminite Tile Slab
soot:caminite_tiles_stairs, Caminite Tile Stairs
soot:caminite_large_tile, Caminite Large Tile
soot:caminite_large_tile_slab, Caminite Large Tile Slab
soot:caminite_large_tile_stairs, Caminite Large Tile Stairs
soot:archaic_tile_slab, Archaic Tile Slab
soot:archaic_tile_stairs, Archaic Tile Stairs
soot:archaic_big_bricks, Big Archaic Bricks
soot:archaic_big_bricks_slab, Big Archaic Brick Slab
soot:archaic_big_bricks_stairs, Big Archaic Brick Stairs
soot:archaic_bricks_slab, Archaic Brick Slab
soot:archaic_bricks_stairs, Archaic Brick Stairs
soot:sealed_planks_slab, Sealed Plank Slab
soot:sealed_planks_stairs, Sealed Plank Stairs
soot:sealed_tile, Sealed Wood Tile
soot:sealed_tile_slab, Sealed Wood Tile Slab
soot:sealed_tile_stairs, Sealed Wood Tile Stairs
soot:sealed_keg, Sealed Wood Keg
soot:sealed_pillar, Sealed Wood Pillar
soot:wrought_tile, Wrought Iron Tile
soot:wrought_platform, Wrought Iron Platform
soot:wrought_platform_slab, Wrought Iron Platform
beneath:teleporterbeneath, Beneath Teleporter
thebetweenlands:druid_stone_1, Rune Stone
thebetweenlands:druid_stone_2, Rune Stone
thebetweenlands:druid_stone_3, Rune Stone
thebetweenlands:druid_stone_4, Rune Stone
thebetweenlands:druid_stone_5, Rune Stone
thebetweenlands:druid_stone_6, Rune Stone
thebetweenlands:betweenlands_bedrock, Betweenlands Bedrock
thebetweenlands:betweenstone, Betweenstone
thebetweenlands:generic_stone:0, Corrupt Betweenstone
thebetweenlands:mud, Mud
thebetweenlands:peat, Peat
thebetweenlands:sludgy_dirt, Sludgy Dirt
thebetweenlands:spreading_sludgy_dirt, Spreading Sludgy Dirt
thebetweenlands:slimy_dirt, Slimy Dirt
thebetweenlands:slimy_grass, Slimy Grass
thebetweenlands:cragrock:0, Cragrock
thebetweenlands:cragrock:1, Mossy Cragrock Top
thebetweenlands:cragrock:2, Mossy Cragrock Bottom
thebetweenlands:pitstone, Pitstone
thebetweenlands:limestone, Limestone
thebetweenlands:swamp_dirt, Swamp Dirt
thebetweenlands:coarse_swamp_dirt, Coarse Swamp Dirt
thebetweenlands:swamp_grass, Swamp Grass
thebetweenlands:wisp, Wisp
thebetweenlands:octine_ore, Octine Ore
thebetweenlands:valonite_ore, Valonite Ore
thebetweenlands:sulfur_ore, Sulfur Ore
thebetweenlands:slimy_bone_ore, Slimy Bone Ore
thebetweenlands:scabyst_ore, Scabyst Ore
thebetweenlands:syrmorite_ore, Syrmorite Ore
thebetweenlands:aqua_middle_gem_ore, Aqua Middle Gem Ore
thebetweenlands:crimson_middle_gem_ore, Crimson Middle Gem Ore
thebetweenlands:green_middle_gem_ore, Green Middle Gem Ore
thebetweenlands:life_crystal_stalactite:0, Life Crystal Stalactite
thebetweenlands:life_crystal_stalactite:1, Life Crystal Ore
thebetweenlands:stalactite, Stalactite
thebetweenlands:silt, Silt
thebetweenlands:dead_grass, Dead Grass
thebetweenlands:tar_solid, Solid Tar
thebetweenlands:puddle, Puddle
thebetweenlands:log_weedwood:0, Weedwood Log
thebetweenlands:log_weedwood:12, Weedwood Log
thebetweenlands:log_rotten_bark:0, Rotten Bark
thebetweenlands:log_spreading_rotten_bark, Spreading Rotten Bark
thebetweenlands:log_rubber, Rubber Tree Log
thebetweenlands:log_hearthgrove:1, Hearthgrove Log
thebetweenlands:log_hearthgrove:5, Tarred Hearthgrove Log
thebetweenlands:log_hearthgrove:3, Hearthgrove Log
thebetweenlands:log_hearthgrove:7, Tarred Hearthgrove Log
thebetweenlands:log_nibbletwig:0, Nibbletwig Log
thebetweenlands:log_nibbletwig:12, Nibbletwig Log
thebetweenlands:log_spirit_tree:0, Spirit Tree Log
thebetweenlands:log_spirit_tree:12, Spirit Tree Log
thebetweenlands:weedwood, Weedwood
thebetweenlands:log_sap:0, Sap Tree Log
thebetweenlands:log_sap:12, Sap Tree Log
thebetweenlands:sapling_weedwood, Weedwood Sapling
thebetweenlands:sapling_sap, Sap Tree Sapling
thebetweenlands:sapling_rubber, Rubber Tree Sapling
thebetweenlands:sapling_hearthgrove, Hearthgrove Sapling
thebetweenlands:sapling_nibbletwig, Nibbletwig Sapling
thebetweenlands:sapling_spirit_tree, Spirit Tree Sapling
thebetweenlands:root_pod, Root Pod
thebetweenlands:leaves_weedwood_tree, Weedwood Leaves
thebetweenlands:leaves_sap_tree, Sap Tree Leaves
thebetweenlands:leaves_rubber_tree, Rubber Tree Leaves
thebetweenlands:leaves_hearthgrove_tree, Hearthgrove Leaves
thebetweenlands:leaves_nibbletwig_tree, Nibbletwig Leaves
thebetweenlands:leaves_spirit_tree_top, Spirit Tree Leaves
thebetweenlands:leaves_spirit_tree_middle, Spirit Tree Leaves
thebetweenlands:leaves_spirit_tree_bottom, Spirit Tree Leaves
thebetweenlands:weedwood_planks, Weedwood Planks
thebetweenlands:rubber_tree_planks, Rubber Tree Planks
thebetweenlands:giant_root_planks, Giant Root Planks
thebetweenlands:hearthgrove_planks, Hearthgrove Planks
thebetweenlands:nibbletwig_planks, Nibbletwig Planks
thebetweenlands:angry_betweenstone, Angry Betweenstone
thebetweenlands:betweenstone_bricks, Betweenstone Bricks
thebetweenlands:betweenstone_bricks_mirage, Betweenstone Bricks Mirage
thebetweenlands:betweenstone_tiles, Betweenstone Tiles
thebetweenlands:betweenstone_chiseled, Chiseled Betweenstone
thebetweenlands:cragrock_chiseled, Chiseled Cragrock
thebetweenlands:limestone_chiseled, Chiseled Limestone
thebetweenlands:pitstone_chiseled, Chiseled Pitstone
thebetweenlands:scabyst_chiseled_1, Chiseled Scabyst
thebetweenlands:scabyst_chiseled_2, Chiseled Scabyst
thebetweenlands:scabyst_chiseled_3, Chiseled Scabyst
thebetweenlands:scabyst_pitstone_dotted, Scabyst Lined Pitstone
thebetweenlands:scabyst_pitstone_horizontal, Scabyst Lined Pitstone
thebetweenlands:scabyst_bricks, Scabyst Bricks
thebetweenlands:cracked_betweenstone_bricks, Cracked Betweenstone Bricks
thebetweenlands:cracked_betweenstone_tiles, Cracked Betweenstone Tiles
thebetweenlands:cracked_limestone_bricks, Cracked Limestone Bricks
thebetweenlands:cragrock_bricks, Cragrock Bricks
thebetweenlands:cragrock_tiles, Cragrock Tiles
thebetweenlands:glowing_betweenstone_tile, Glowing Betweenstone Tile
thebetweenlands:inactive_glowing_smooth_cragrock, Inactive Glowing Smooth Cragrock
thebetweenlands:glowing_smooth_cragrock, Glowing Smooth Cragrock
thebetweenlands:limestone_bricks, Limestone Bricks
thebetweenlands:limestone_tiles, Limestone Tiles
thebetweenlands:mossy_betweenstone_bricks, Mossy Betweenstone Bricks
thebetweenlands:mossy_betweenstone_tiles, Mossy Betweenstone Tiles
thebetweenlands:mossy_limestone_bricks, Mossy Limestone Bricks
thebetweenlands:mossy_smooth_betweenstone, Mossy Smooth Betweenstone
thebetweenlands:mud_bricks, Mud Bricks
thebetweenlands:mud_brick_shingles, Mud Brick Shingles
thebetweenlands:rubber_block, Rubber Block
thebetweenlands:pitstone_bricks, Pitstone Bricks
thebetweenlands:pitstone_tiles, Pitstone Tiles
thebetweenlands:polished_limestone, Polished Limestone
thebetweenlands:smooth_betweenstone, Smooth Betweenstone
thebetweenlands:smooth_cragrock, Smooth Cragrock
thebetweenlands:octine_block, Block of Octine
thebetweenlands:syrmorite_block, Block of Syrmorite
thebetweenlands:valonite_block, Block of Valonite
thebetweenlands:scabyst_block, Block of Scabyst
thebetweenlands:weak_betweenstone_tiles, Weak Betweenstone Tiles
thebetweenlands:weak_polished_limestone, Weak Polished Limestone
thebetweenlands:weak_mossy_betweenstone_tiles, Weak Mossy Betweenstone Tiles
thebetweenlands:dentrothyst:0, Green Dentrothyst
thebetweenlands:dentrothyst:1, Orange Dentrothyst
thebetweenlands:loot_pot:0, Pot of Chance
thebetweenlands:loot_pot:4, Pot of Chance
thebetweenlands:loot_pot:8, Pot of Chance
thebetweenlands:mob_spawner, Monster Spawner
thebetweenlands:temple_pillar, Temple Pillar
thebetweenlands:betweenstone_pillar, Betweenstone Pillar
thebetweenlands:pitstone_pillar, Pitstone Pillar
thebetweenlands:limestone_pillar, Limestone Pillar
thebetweenlands:cragrock_pillar, Cragrock Pillar
thebetweenlands:tar_beast_spawner, Tar Beast Spawner
thebetweenlands:tar_loot_pot:0, Tar Pot of Chance
thebetweenlands:tar_loot_pot:4, Tar Pot of Chance
thebetweenlands:tar_loot_pot:8, Tar Pot of Chance
thebetweenlands:cragrock_stairs, Cragrock Stairs
thebetweenlands:pitstone_stairs, Pitstone Stairs
thebetweenlands:betweenstone_stairs, Betweenstone Stairs
thebetweenlands:betweenstone_brick_stairs, Betweenstone Brick Stairs
thebetweenlands:mud_brick_stairs, Mud Brick Stairs
thebetweenlands:cragrock_brick_stairs, Cragrock Brick Stairs
thebetweenlands:limestone_brick_stairs, Limestone Brick Stairs
thebetweenlands:pitstone_brick_stairs, Pitstone Brick Stairs
thebetweenlands:limestone_stairs, Limestone Stairs
thebetweenlands:smooth_betweenstone_stairs, Smooth Betweenstone Stairs
thebetweenlands:smooth_cragrock_stairs, Smooth Cragrock Stairs
thebetweenlands:polished_limestone_stairs, Polished Limestone Stairs
thebetweenlands:mossy_betweenstone_brick_stairs, Mossy Betweenstone Brick Stairs
thebetweenlands:mossy_smooth_betweenstone_stairs, Mossy Smooth Betweenstone Stairs
thebetweenlands:cracked_betweenstone_brick_stairs, Cracked Betweenstone Brick Stairs
thebetweenlands:scabyst_brick_stairs, Scabyst Brick Stairs
thebetweenlands:sulfur_block, Block of Sulfur
thebetweenlands:temple_bricks, Temple Bricks
thebetweenlands:smooth_pitstone, Smooth Pitstone
thebetweenlands:mire_coral_block, Mire Coral Block
thebetweenlands:deep_water_coral_block, Deep Water Coral Block
thebetweenlands:slimy_bone_block, Slimy Bone Block
thebetweenlands:aqua_middle_gem_block, Aqua Middle Gem Block
thebetweenlands:crimson_middle_gem_block, Crimson Middle Gem Block
thebetweenlands:green_middle_gem_block, Green Middle Gem Block
thebetweenlands:compost_block, Block of Compost
thebetweenlands:polished_dentrothyst:0, Green Polished Dentrothyst
thebetweenlands:polished_dentrothyst:1, Orange Polished Dentrothyst
thebetweenlands:silt_glass, Silt Glass
thebetweenlands:silt_glass_pane, Silt Glass Pane
thebetweenlands:polished_dentrothyst_pane:0, Green Polished Dentrothyst Pane
thebetweenlands:polished_dentrothyst_pane:1, Orange Polished Dentrothyst Pane
thebetweenlands:amate_paper_pane_1, Connected Amate Paper Pane
thebetweenlands:amate_paper_pane_2, Squared Amate Paper Pane
thebetweenlands:amate_paper_pane_3, Rounded Amate Paper Pane
thebetweenlands:smooth_pitstone_stairs, Smooth Pitstone Stairs
thebetweenlands:tar_solid_stairs, Solid Tar Stairs
thebetweenlands:temple_brick_stairs, Temple Brick Stairs
thebetweenlands:spike_trap, Polished Limestone Spike Trap
thebetweenlands:weedwood_plank_stairs, Weedwood Plank Stairs
thebetweenlands:rubber_tree_plank_stairs, Rubber Tree Plank Stairs
thebetweenlands:giant_root_plank_stairs, Giant Root Plank Stairs
thebetweenlands:hearthgrove_plank_stairs, Hearthgrove Plank Stairs
thebetweenlands:nibbletwig_plank_stairs, Nibbletwig Plank Stairs
thebetweenlands:possessed_block, Possessed Block
thebetweenlands:item_cage, Item Cage
thebetweenlands:item_shelf, Item Shelf
thebetweenlands:thatch, Thatch
thebetweenlands:cragrock_slab, Cragrock Slab
thebetweenlands:pitstone_slab, Pitstone Slab
thebetweenlands:betweenstone_slab, Betweenstone Slab
thebetweenlands:smooth_pitstone_slab, Smooth Pitstone Slab
thebetweenlands:tar_solid_slab, Solid Tar Slab
thebetweenlands:temple_brick_slab, Temple Brick Slab
thebetweenlands:betweenstone_brick_slab, Betweenstone Brick Slab
thebetweenlands:mud_brick_slab, Mud Brick Slab
thebetweenlands:cragrock_brick_slab, Cragrock Brick Slab
thebetweenlands:limestone_brick_slab, Limestone Brick Slab
thebetweenlands:limestone_slab, Limestone Slab
thebetweenlands:smooth_betweenstone_slab, Smooth Betweenstone Slab
thebetweenlands:smooth_cragrock_slab, Smooth Cragrock Slab
thebetweenlands:polished_limestone_slab, Polished Limestone Slab
thebetweenlands:pitstone_brick_slab, Pitstone Brick Slab
thebetweenlands:mossy_betweenstone_brick_slab, Mossy Betweenstone Brick Slab
thebetweenlands:mossy_smooth_betweenstone_slab, Mossy Smooth Betweenstone Slab
thebetweenlands:cracked_betweenstone_brick_slab, Cracked Betweenstone Brick Slab
thebetweenlands:weedwood_plank_slab, Weedwood Plank Slab
thebetweenlands:rubber_tree_plank_slab, Rubber Tree Plank Slab
thebetweenlands:giant_root_plank_slab, Giant Root Plank Slab
thebetweenlands:hearthgrove_plank_slab, Hearthgrove Plank Slab
thebetweenlands:nibbletwig_plank_slab, Nibbletwig Plank Slab
thebetweenlands:mud_brick_shingle_slab, Mud Brick Shingle Slab
thebetweenlands:mud_brick_shingle_stairs, Mud Brick Shingle Stairs
thebetweenlands:mud_brick_shingle_wall, Mud Brick Shingle Wall
thebetweenlands:thatch_slab, Thatch Slab
thebetweenlands:scabyst_brick_slab, Scabyst Brick Slab
thebetweenlands:pitstone_wall, Pitstone Wall
thebetweenlands:betweenstone_wall, Betweenstone Wall
thebetweenlands:tar_solid_wall, Solid Tar Wall
thebetweenlands:temple_brick_wall, Temple Brick Wall
thebetweenlands:smooth_pitstone_wall, Smooth Pitstone Wall
thebetweenlands:betweenstone_brick_wall, Betweenstone Brick Wall
thebetweenlands:mud_brick_wall, Mud Brick Wall
thebetweenlands:cragrock_wall, Cragrock Wall
thebetweenlands:cragrock_brick_wall, Cragrock Brick Wall
thebetweenlands:limestone_brick_wall, Limestone Brick Wall
thebetweenlands:limestone_wall, Limestone Wall
thebetweenlands:polished_limestone_wall, Polished Limestone Wall
thebetweenlands:pitstone_brick_wall, Pitstone Brick Wall
thebetweenlands:smooth_betweenstone_wall, Smooth Betweenstone Wall
thebetweenlands:smooth_cragrock_wall, Smooth Cragrock Wall
thebetweenlands:mossy_betweenstone_brick_wall, Mossy Betweenstone Brick Wall
thebetweenlands:mossy_smooth_betweenstone_wall, Mossy Smooth Betweenstone Wall
thebetweenlands:cracked_betweenstone_brick_wall, Cracked Betweenstone Brick Wall
thebetweenlands:scabyst_brick_wall, Scabyst Brick Wall
thebetweenlands:weedwood_plank_fence, Weedwood Plank Fence
thebetweenlands:weedwood_log_fence, Weedwood Log Fence
thebetweenlands:rubber_tree_plank_fence, Rubber Tree Plank Fence
thebetweenlands:giant_root_plank_fence, Giant Root Plank Fence
thebetweenlands:hearthgrove_plank_fence, Hearthgrove Plank Fence
thebetweenlands:nibbletwig_plank_fence, Nibbletwig Plank Fence
thebetweenlands:weedwood_plank_fence_gate, Weedwood Plank Fence Gate
thebetweenlands:weedwood_log_fence_gate, Weedwood Log Fence Gate
thebetweenlands:rubber_tree_plank_fence_gate, Rubber Tree Plank Fence Gate
thebetweenlands:giant_root_plank_fence_gate, Giant Root Plank Fence Gate
thebetweenlands:hearthgrove_plank_fence_gate, Hearthgrove Plank Fence Gate
thebetweenlands:nibbletwig_plank_fence_gate, Nibbletwig Plank Fence Gate
thebetweenlands:weedwood_plank_pressure_plate, Weedwood Plank Pressure Plate
thebetweenlands:betweenstone_pressure_plate, Betweenstone Pressure Plate
thebetweenlands:syrmorite_pressure_plate, Syrmorite Pressure Plate
thebetweenlands:weedwood_plank_button, Weedwood Plank Button
thebetweenlands:betweenstone_button, Betweenstone Button
thebetweenlands:weedwood_ladder, Weedwood Ladder
